Category,Product Name,Brand,Variant/Size,Flavour,Price (Rs),MRP (Rs),Discount %,Description,Key Benefits,Rating,No. of Reviews,Diet Type,Image URL 1,Image URL 2,Image URL 3,Product URL
Vitality,Vlado’s Himalayan Organics Plant Based DHT Blocker | Nettle Extract,,200 g,,396,539,27%,,,4.7,0,Vegetarian,https://cdn2.nutrabay.com/uploads/product/images/featured_image-NB-HLO-1082-PA-400x400.webp,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/himalayan-organics-plant-based-dht-blocker-nettle-extract
Sleep,Optimum Nutrition (ON) Zinc Magnesium Aspartate (ZMA),Optimum Nutrition,200 g,,629,539,44%,,,4.4,0,Vegetarian,https://cdn2.nutrabay.com/uploads/product/featured_image/product-4087-featured_image-Optimum_Nutrition_ON_Zinc_Magnesium_Aspartate_ZMA.jpg,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/optimum-nutrition-on-zinc-magnesium-aspartate-zma
Sleep,GNC Pro Performance ZMA,GNC,200 g,,566,539,44%,,,5.0,0,Vegetarian,https://cdn.nutrabay.com/wp-content/uploads/2022/07/NB-GNC-1038-PA-01-340x340.jpg,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/gnc-pro-performance-zma
Sleep,"Vlado’s Himalayan Organics ZMA (Zinc, Magnesium Aspartate) - Nighttime Sports Recovery Supplement",,200 g,,596,539,44%,,,4.5,0,Vegetarian,https://cdn2.nutrabay.com/uploads/product/featured_image/product-1132-featured_image-Vlado’s_Himalayan_Organics_ZMA_Zinc_Magnesium_Aspartate__Nighttime_Sports_Recovery_Supplement.jpg,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/himalayan-organics-zma-zinc-magnesium-aspartate-nighttime-sports-recovery-supplement
Sleep,Vlado’s Himalayan Organics Melatonin 10mg - Healthy Sleep Cycle,,200 g,,474,539,12%,,,4.0,0,Vegetarian,https://cdn2.nutrabay.com/uploads/product/featured_image/product-1167-featured_image-Vlado’s_Himalayan_Organics_Melatonin_10mg__Healthy_Sleep_Cycle.jpg,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/himalayan-organics-melatonin-10mg-healthy-sleep-cycle
Sleep,GreenOpia Melatonin + Tagar,,200 g,,449,539,17%,,,4.0,0,Vegetarian,https://cdn2.nutrabay.com/uploads/product/images/featured_image-NB-GOP-1009-PA-1760599517-400x400.webp,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/greenopia-melatonin-tagar
Sleep,Fast&Up Melatonin (20 Effervescent Tablets),Fast&Up,200 g,,310,539,42%,,,5.0,0,Vegetarian,https://cdn.nutrabay.com/wp-content/uploads/2021/12/NB-FUP-1038-01-02-340x340.jpg,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/fastup-melatonin-20-effervescent-tablets
Sleep,Gytree Sound Sleep for Women,,200 g,,599,539,44%,,,4.7,0,Vegetarian,https://cdn2.nutrabay.com/uploads/product/images/featured_image-NB-GYT-1007-PA-1760018116-400x400.webp,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/gytree-sound-sleep-for-women
Sleep,Steadfast Nutrition Melatonin,,200 g,,374,539,31%,,,4.7,0,Vegetarian,https://cdn2.nutrabay.com/uploads/product/images/featured_image-NB-SDF-1020-PA-1756981219-400x400.webp,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/steadfast-nutrition-melatonin
Sleep,Vlado's Himalayan Organics L-Glycine 500mg,,200 g,,611,539,44%,,,4.7,0,Vegetarian,https://cdn2.nutrabay.com/page_manager/1-2025-05-09T17:25:18.jpg,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/vlados-himalayan-organics-l-glycine-500mg
Sleep,Dr. Morepen Memory Booster,,200 g,,406,539,25%,,,4.7,0,Vegetarian,https://cdn.nutrabay.com/wp-content/uploads/2023/02/NB-DRP-1011-01-01-340x340.jpg,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/dr-morepen-memory-focus-mood-tablets-with-gaba-ashwagandha-chamomile
Sleep,Vlado’s Himalayan Organics Melatonin 10mg + Tagar 250mg - Potent Sleep Aid Formula,,200 g,,695,539,44%,,,4.7,0,Vegetarian,https://cdn2.nutrabay.com/uploads/product/featured_image/product-1146-featured_image-Vlado’s_Himalayan_Organics_Melatonin_10mg__Tagar_250mg__Potent_Sleep_Aid_Formula.jpg,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/himalayan-organics-melatonin-10mg-tagar-250mg-potent-sleep-aid-formula
Sleep,HealthAid Melatonin 3mg,,200 g,,749,539,44%,,,4.7,0,Vegetarian,https://cdn2.nutrabay.com/uploads/product/featured_image/product-2919-featured_image-HealthAid_Melatonin_3mg.jpg,https://cdn2.nutrabay.com/images/Logo.png,,https://nutrabay.com/product/healthaid-melatonin-3mg
